MatchID,Date,PlayerName,Team,Opponent,Position,TotalRaids,SuccessfulRaids,TotalTackles,SuccessfulTackles,RaidPoints,TacklePoints,MatchDuration,RaidSuccessRate,TackleSuccessRate,PointsScored,Injuries,YellowCards,RedCards,MatchResult,TeamPoints,OpponentPoints,MVP,DateOfBirth,PlayerAge,PlayerNationality,MatchLocation,HomeOrAway,TeamRank,WinStreak,LossStreak,PlayerExperience,TotalMatchesPlayed,IsAllRounder
228,2023-05-02,Rajveer,Patna Pirates,Gujarat Fortunegiants,All-Rounder,18,15,7,6,15,12,34,83.33,85.71,27,0,1,0,Loss,33,32,Rajveer,1991-01-21,34,Sri Lanka,Hyderabad,Away,4,4,3,11,79,False
229,2021-12-07,Sagar,Tamil Thalaivas,Dabang Delhi,All-Rounder,20,1,13,2,1,4,50,5.0,15.38,5,1,0,1,Win,36,25,N/A,1985-04-03,40,Bangladesh,Lucknow,Away,11,5,3,6,51,False
230,2019-11-11,Mujtaba,Telugu Titans,UP Yoddha,Defender,18,14,15,0,14,0,33,77.78,0.0,14,1,0,0,Loss,28,31,N/A,1986-09-24,38,Nepal,Chennai,Away,10,0,0,5,49,False
231,2023-05-21,K. Shanmugam,Gujarat Fortunegiants,Bengal Warriors,All-Rounder,15,12,12,4,12,8,49,80.0,33.33,20,1,1,0,Win,28,27,N/A,2001-08-11,23,Pakistan,Lucknow,Away,2,0,3,13,23,False
232,2024-01-20,Nitin Kumar,Bengal Warriors,Hariyana Steelers,All-Rounder,18,8,11,9,8,18,35,44.44,81.82,26,0,1,1,Win,22,15,Nitin Kumar,2002-08-14,22,Bangladesh,Delhi,Away,12,2,2,12,74,False
233,2023-04-09,Mahipal,UP Yoddha,Hariyana Steelers,Defender,9,2,7,7,2,14,30,22.22,100.0,16,0,0,1,Win,27,34,Mahipal,1992-01-23,33,Pakistan,Patna,Away,6,1,5,14,83,False
234,2022-07-30,Meetu Sharma,Hariyana Steelers,Jaipur Pink Panthers,All-Rounder,23,13,11,9,13,18,42,56.52,81.82,31,3,1,1,Win,29,22,N/A,1986-02-20,39,Sri Lanka,Hyderabad,Away,6,5,3,12,22,False
235,2020-04-02,Ankit,Hariyana Steelers,Bengal Warriors,All-Rounder,23,1,12,9,1,18,54,4.35,75.0,19,0,1,0,Loss,35,29,Ankit,1999-07-31,25,Pakistan,Mumbai,Away,3,3,3,12,68,False
236,2023-11-16,Vikas Jaglan,Patna Pirates,Tamil Thalaivas,Raider,7,6,10,0,6,0,51,85.71,0.0,6,1,1,1,Win,27,18,Vikas Jaglan,1998-05-04,27,Nepal,Chandigarh,Away,8,5,0,3,79,False
237,2024-10-31,Sahul Kumar,Jaipur Pink Panthers,UP Yoddha,Raider,20,12,8,8,12,16,46,60.0,100.0,28,3,1,0,Win,39,23,N/A,1993-11-27,31,Bangladesh,Bengaluru,Away,11,5,2,13,37,False
238,2023-06-10,Naresh,Hariyana Steelers,UP Yoddha,Raider,16,6,4,0,6,0,59,37.5,0.0,6,2,1,1,Win,27,23,N/A,1993-08-03,31,India,Hyderabad,Away,9,2,2,10,61,False
239,2019-04-26,Hardeep,U Mumba,Hariyana Steelers,Raider,11,2,12,4,2,8,47,18.18,33.33,10,3,1,1,Loss,30,17,N/A,1986-01-09,39,Sri Lanka,Delhi,Away,7,2,4,5,51,False
240,2023-03-16,Kiran Lal,UP Yoddha,Jaipur Pink Panthers,Raider,23,6,10,6,6,12,39,26.09,60.0,18,3,0,0,Loss,28,20,N/A,1997-05-14,28,Bangladesh,Patna,Away,6,5,5,11,41,False
241,2025-05-12,Abinesh Nadarajan,Tamil Thalaivas,U Mumba,Defender,20,3,7,0,3,0,43,15.0,0.0,3,1,0,0,Loss,37,32,Abinesh Nadarajan,1992-12-21,32,Sri Lanka,Ahmedabad,Away,9,2,5,13,33,False
242,2018-10-31,Pawan Sehrawat,Telugu Titans,Jaipur Pink Panthers,Defender,15,6,9,7,6,14,60,40.0,77.78,20,3,0,0,Loss,27,27,Pawan Sehrawat,1996-10-25,28,Pakistan,Hyderabad,Home,4,2,1,5,76,False
243,2023-09-07,Ankit,Patna Pirates,Hariyana Steelers,Raider,13,6,12,11,6,22,37,46.15,91.67,28,0,0,0,Win,30,26,Ankit,1996-03-03,29,Sri Lanka,Jaipur,Away,1,2,1,6,46,False
244,2018-09-06,Ankit Beniwal,Tamil Thalaivas,U Mumba,Raider,8,8,3,1,8,2,34,100.0,33.33,10,0,1,0,Loss,36,20,Ankit Beniwal,2001-05-01,24,Pakistan,Kolkata,Away,11,2,1,6,32,False
245,2019-12-24,Sandeep,Patna Pirates,Gujarat Fortunegiants,All-Rounder,13,7,14,0,7,0,32,53.85,0.0,7,3,1,1,Win,26,21,Sandeep,1990-09-30,34,Pakistan,Jaipur,Away,3,0,5,13,99,False
246,2022-04-17,Mehul Kumar,Gujarat Fortunegiants,Patna Pirates,All-Rounder,20,15,6,0,15,0,59,75.0,0.0,15,1,1,1,Loss,38,22,Mehul Kumar,2005-01-23,20,India,Patna,Away,9,0,1,9,71,False
247,2020-06-03,Himanshu,Tamil Thalaivas,Telugu Titans,Defender,22,18,4,2,18,4,42,81.82,50.0,22,1,1,0,Loss,37,22,N/A,2001-04-06,24,Bangladesh,Ahmedabad,Away,3,3,5,10,81,False
248,2018-10-21,Sagar,Tamil Thalaivas,Bengal Warriors,Defender,5,1,6,6,1,12,50,20.0,100.0,13,1,1,1,Loss,21,21,Sagar,1986-08-26,38,Nepal,Chennai,Home,2,2,2,8,52,False
249,2020-10-01,Abhishek Singh,Telugu Titans,UP Yoddha,Raider,6,6,5,5,6,10,54,100.0,100.0,16,0,0,0,Win,21,27,Abhishek Singh,1987-09-05,37,Sri Lanka,Jaipur,Away,12,2,0,13,44,False
250,2023-06-28,Hamid Nader,Telugu Titans,Bengal Warriors,Defender,20,5,5,1,5,2,30,25.0,20.0,7,2,1,0,Loss,32,25,Hamid Nader,1990-03-15,35,Sri Lanka,Chennai,Away,10,2,1,8,37,False
251,2020-01-01,Sunil,Patna Pirates,U Mumba,All-Rounder,21,1,14,1,1,2,34,4.76,7.14,3,2,1,0,Loss,40,34,N/A,1996-12-07,28,Bangladesh,Chandigarh,Away,1,4,5,15,94,False
252,2019-06-11,Lucky Sharma,Jaipur Pink Panthers,Gujarat Fortunegiants,Defender,5,0,10,0,0,0,31,0.0,0.0,0,0,1,0,Loss,20,24,N/A,1992-11-08,32,Bangladesh,Chandigarh,Away,12,2,5,15,24,False
253,2019-04-20,Bhavani Rajput,Jaipur Pink Panthers,Tamil Thalaivas,Raider,15,4,4,1,4,2,58,26.67,25.0,6,3,0,0,Win,26,35,Bhavani Rajput,1989-07-16,35,India,Delhi,Away,4,1,3,8,49,False
254,2022-09-29,Soleiman Pahlevani,Bengal Warriors,Tamil Thalaivas,Defender,20,14,7,4,14,8,55,70.0,57.14,22,1,0,1,Win,32,26,N/A,1997-12-06,27,Nepal,Bengaluru,Away,8,1,3,9,56,False
255,2018-12-19,Arjun Patil,Bengal Warriors,Gujarat Fortunegiants,Defender,25,0,15,14,0,28,40,0.0,93.33,28,2,0,0,Loss,31,28,N/A,2000-06-30,24,Sri Lanka,Delhi,Away,10,4,0,8,36,False
256,2021-04-23,Maninder Singh,Bengal Warriors,U Mumba,Raider,25,1,10,8,1,16,59,4.0,80.0,17,3,0,1,Loss,34,17,N/A,2002-07-11,22,Bangladesh,Patna,Away,7,3,1,14,73,False
257,2022-07-20,Ujjval,Jaipur Pink Panthers,U Mumba,All-Rounder,19,16,10,0,16,0,53,84.21,0.0,16,3,1,0,Win,30,34,Ujjval,1986-05-21,39,Pakistan,Ahmedabad,Away,1,2,1,3,70,False
258,2023-12-12,Rahul Chaudhari,Jaipur Pink Panthers,Gujarat Fortunegiants,Defender,16,12,3,0,12,0,52,75.0,0.0,12,3,0,0,Loss,30,18,Rahul Chaudhari,1989-09-28,35,Nepal,Patna,Away,9,2,2,3,31,False
259,2022-11-18,Parshant Kumar,Bengal Warriors,Patna Pirates,Defender,5,3,11,2,3,4,39,60.0,18.18,7,0,1,0,Win,27,17,Parshant Kumar,1989-11-10,35,India,Bengaluru,Away,11,0,4,8,74,False
260,2020-12-10,Ravinder,Patna Pirates,UP Yoddha,All-Rounder,17,11,9,0,11,0,30,64.71,0.0,11,0,0,0,Loss,40,29,N/A,1990-06-03,35,Bangladesh,Chennai,Away,7,4,3,14,54,False
261,2021-05-14,Sumit,Dabang Delhi,Hariyana Steelers,All-Rounder,10,1,15,14,1,28,58,10.0,93.33,29,2,0,1,Win,27,31,Sumit,1990-10-31,34,India,Lucknow,Away,9,3,0,5,38,False
262,2024-05-20,Nehal,UP Yoddha,U Mumba,Raider,24,7,14,6,7,12,42,29.17,42.86,19,3,0,1,Win,36,27,N/A,1997-07-17,27,Bangladesh,Chennai,Away,8,3,0,8,27,False
263,2025-03-24,Ankit,UP Yoddha,Hariyana Steelers,Raider,9,0,9,7,0,14,33,0.0,77.78,14,0,1,1,Loss,36,32,N/A,1998-04-10,27,India,Chennai,Away,1,0,4,15,39,False
264,2019-03-18,Rakesh,Gujarat Fortunegiants,Telugu Titans,Defender,10,1,14,7,1,14,58,10.0,50.0,15,1,0,1,Win,26,34,N/A,1990-12-01,34,Pakistan,Bengaluru,Away,3,3,2,3,63,False
265,2019-03-22,Sunil,Hariyana Steelers,Patna Pirates,All-Rounder,18,14,12,8,14,16,57,77.78,66.67,30,0,0,1,Loss,23,32,Sunil,2001-12-08,23,Bangladesh,Hyderabad,Away,10,1,1,15,69,False
266,2019-11-28,Vishal,Dabang Delhi,Telugu Titans,All-Rounder,6,2,15,3,2,6,55,33.33,20.0,8,0,0,0,Loss,32,23,Vishal,1994-11-30,30,Sri Lanka,Delhi,Home,12,2,2,5,29,False
267,2022-05-11,K Prapanjan,Hariyana Steelers,Telugu Titans,All-Rounder,18,3,14,14,3,28,35,16.67,100.0,31,2,0,0,Loss,27,27,N/A,1985-08-26,39,Pakistan,Delhi,Away,9,5,5,7,88,False
268,2024-08-15,Jaideep Dahiya,Hariyana Steelers,Telugu Titans,Defender,17,3,15,11,3,22,40,17.65,73.33,25,1,1,0,Loss,36,34,Jaideep Dahiya,1990-01-30,35,Pakistan,Hyderabad,Away,3,5,5,7,68,False
269,2018-05-07,Meetu Sharma,Hariyana Steelers,Gujarat Fortunegiants,All-Rounder,22,17,5,1,17,2,40,77.27,20.0,19,0,0,1,Win,36,16,Meetu Sharma,1984-07-23,40,Nepal,Ahmedabad,Away,10,1,5,9,52,False
270,2019-07-21,Himanshu Singh,Tamil Thalaivas,Telugu Titans,Defender,25,11,6,5,11,10,60,44.0,83.33,21,3,0,0,Loss,39,33,N/A,1988-07-14,36,India,Bengaluru,Away,12,0,0,3,39,False
271,2022-03-26,Vikas Kandola,Hariyana Steelers,Gujarat Fortunegiants,Raider,17,1,10,7,1,14,48,5.88,70.0,15,2,0,0,Win,34,17,Vikas Kandola,1996-11-17,28,Sri Lanka,Lucknow,Away,3,2,0,8,88,False
272,2018-12-30,Maninder Singh,Bengal Warriors,Telugu Titans,All-Rounder,15,13,8,7,13,14,39,86.67,87.5,27,0,0,0,Loss,31,30,N/A,1985-11-16,39,Bangladesh,Chandigarh,Away,11,3,1,4,91,False
273,2019-08-05,Vishal Bhardwaj,Tamil Thalaivas,Jaipur Pink Panthers,Raider,11,4,5,3,4,6,57,36.36,60.0,10,3,1,0,Loss,39,20,N/A,1996-05-18,29,Pakistan,Delhi,Away,12,5,2,4,88,False
274,2020-08-06,Manjeet,Hariyana Steelers,Telugu Titans,Raider,16,7,9,7,7,14,49,43.75,77.78,21,3,0,1,Loss,31,29,Manjeet,1991-10-17,33,Bangladesh,Patna,Away,9,3,4,3,93,False
275,2019-07-24,Sahil,Hariyana Steelers,Patna Pirates,Raider,7,1,14,2,1,4,30,14.29,14.29,5,2,1,1,Win,27,16,N/A,1990-10-30,34,India,Lucknow,Away,1,5,5,3,75,False
276,2023-01-24,Mohit,Telugu Titans,Tamil Thalaivas,All-Rounder,11,1,3,0,1,0,51,9.09,0.0,1,2,1,0,Loss,27,35,N/A,1987-05-08,38,Pakistan,Patna,Away,11,3,5,10,53,False
277,2018-11-03,Rahul Chaudhari,Jaipur Pink Panthers,Patna Pirates,Defender,23,19,11,0,19,0,52,82.61,0.0,19,1,1,1,Win,24,35,N/A,1995-02-21,30,Nepal,Delhi,Away,3,1,2,8,56,False
278,2020-01-08,Vinay,Telugu Titans,Bengal Warriors,Defender,21,17,5,2,17,4,50,80.95,40.0,21,2,0,1,Win,37,32,N/A,1999-07-22,25,Nepal,Hyderabad,Home,12,4,1,6,75,False
279,2020-04-27,Devank,Jaipur Pink Panthers,Hariyana Steelers,All-Rounder,22,4,14,7,4,14,42,18.18,50.0,18,0,0,1,Loss,35,35,N/A,1999-10-04,25,India,Hyderabad,Away,12,3,4,6,41,False
280,2023-02-14,Guman Singh,U Mumba,Tamil Thalaivas,All-Rounder,6,4,9,3,4,6,56,66.67,33.33,10,1,0,1,Loss,25,33,Guman Singh,2004-03-21,21,India,Patna,Away,10,5,3,4,51,False
281,2018-10-20,Hardeep,U Mumba,Telugu Titans,All-Rounder,18,12,7,6,12,12,45,66.67,85.71,24,0,0,0,Loss,30,24,Hardeep,1988-08-09,36,Sri Lanka,Chennai,Away,8,5,5,5,23,False
282,2021-08-19,Ankit,Hariyana Steelers,Dabang Delhi,Defender,11,0,8,1,0,2,30,0.0,12.5,2,1,1,1,Win,38,21,N/A,2004-05-08,21,Pakistan,Mumbai,Away,4,3,3,9,46,False
283,2019-02-01,Sumit,Dabang Delhi,Telugu Titans,Raider,17,5,12,11,5,22,45,29.41,91.67,27,3,1,1,Win,25,31,N/A,1998-11-17,26,Sri Lanka,Chandigarh,Away,12,0,1,4,92,False
284,2018-07-25,Siddharth,Gujarat Fortunegiants,Jaipur Pink Panthers,Raider,21,19,8,7,19,14,36,90.48,87.5,33,1,1,1,Loss,37,16,N/A,1990-02-18,35,India,Bengaluru,Away,8,1,3,8,23,False
285,2020-02-23,Mahipal,UP Yoddha,Bengal Warriors,Raider,15,11,12,0,11,0,35,73.33,0.0,11,0,1,0,Loss,40,33,N/A,2005-04-03,20,Nepal,Delhi,Away,10,5,3,4,100,False
286,2020-12-20,Kapil,Dabang Delhi,Bengal Warriors,Raider,11,4,7,4,4,8,46,36.36,57.14,12,0,1,0,Loss,23,33,Kapil,1991-07-26,33,Bangladesh,Lucknow,Away,9,5,1,6,30,False
287,2025-03-08,Shivam,U Mumba,Bengal Warriors,Raider,8,3,9,2,3,4,58,37.5,22.22,7,2,1,1,Win,22,15,N/A,1988-12-17,36,Nepal,Bengaluru,Away,3,2,5,10,73,False
288,2019-10-07,Rajesh Narwal,Hariyana Steelers,U Mumba,Defender,24,14,11,2,14,4,50,58.33,18.18,18,2,0,1,Win,37,15,Rajesh Narwal,1998-11-05,26,India,Ahmedabad,Away,2,4,0,14,60,False
289,2022-05-03,Pawan Sehrawat,Telugu Titans,Tamil Thalaivas,Raider,25,14,15,15,14,30,35,56.0,100.0,44,1,0,0,Win,33,17,N/A,1986-08-31,38,India,Ahmedabad,Away,12,0,5,10,62,False
290,2018-07-05,Vishal,Dabang Delhi,Gujarat Fortunegiants,Defender,23,2,8,3,2,6,50,8.7,37.5,8,0,1,0,Loss,33,28,Vishal,1986-10-06,38,India,Patna,Away,7,0,2,12,64,False
291,2022-04-29,Surjeet Singh,Telugu Titans,Jaipur Pink Panthers,Raider,10,6,14,0,6,0,47,60.0,0.0,6,1,0,1,Loss,20,18,N/A,1986-07-10,38,Nepal,Chennai,Away,11,2,4,3,78,False
292,2023-03-24,Shubham Kumar,UP Yoddha,Dabang Delhi,Raider,10,10,7,7,10,14,56,100.0,100.0,24,2,0,0,Loss,27,22,N/A,1996-05-12,29,Pakistan,Lucknow,Home,4,3,1,4,52,False
293,2024-06-30,Manjeet,Hariyana Steelers,Gujarat Fortunegiants,Defender,5,2,5,5,2,10,47,40.0,100.0,12,2,1,0,Loss,39,31,Manjeet,1986-07-19,38,Sri Lanka,Delhi,Away,6,4,4,14,61,False
294,2020-05-08,Amit Kumar,Gujarat Fortunegiants,Telugu Titans,Defender,10,8,5,2,8,4,45,80.0,40.0,12,1,0,1,Win,24,27,Amit Kumar,1991-10-07,33,Bangladesh,Chennai,Away,6,3,2,10,49,False
295,2018-03-25,Sandeep Kumar,Dabang Delhi,Bengal Warriors,Defender,12,2,11,0,2,0,44,16.67,0.0,2,1,1,1,Win,22,33,N/A,1998-11-05,26,Nepal,Delhi,Home,3,0,1,11,62,False
296,2022-09-10,Rohit Banne,Bengal Warriors,Gujarat Fortunegiants,Raider,21,13,5,0,13,0,53,61.9,0.0,13,1,0,1,Win,26,35,Rohit Banne,2004-09-13,20,Nepal,Chandigarh,Away,6,5,4,9,35,False
297,2019-12-03,Vishal Bhardwaj,Tamil Thalaivas,UP Yoddha,Raider,17,3,7,5,3,10,43,17.65,71.43,13,0,0,0,Loss,32,32,N/A,1987-09-11,37,Nepal,Bengaluru,Away,8,1,0,4,51,False
298,2018-05-24,Rakesh Narwal,Hariyana Steelers,UP Yoddha,All-Rounder,23,12,4,2,12,4,37,52.17,50.0,16,0,1,0,Win,28,26,N/A,1996-10-07,28,India,Hyderabad,Away,11,5,0,8,66,False
299,2022-10-11,Anand Tomar,Jaipur Pink Panthers,Gujarat Fortunegiants,Raider,16,14,5,0,14,0,32,87.5,0.0,14,1,1,0,Loss,26,29,Anand Tomar,1988-05-14,37,Bangladesh,Bengaluru,Away,8,3,0,5,83,False
300,2024-08-05,Durgesh,Telugu Titans,Jaipur Pink Panthers,Raider,20,17,13,8,17,16,33,85.0,61.54,33,2,1,0,Loss,24,23,N/A,2001-05-29,24,Pakistan,Chennai,Away,4,5,4,3,59,False
301,2021-01-07,Sahil,Dabang Delhi,Hariyana Steelers,Raider,24,23,7,0,23,0,53,95.83,0.0,23,3,1,1,Loss,22,18,Sahil,1993-10-04,31,Nepal,Ahmedabad,Away,8,4,0,14,96,False
302,2022-12-26,Nehal,UP Yoddha,U Mumba,All-Rounder,24,20,13,11,20,22,31,83.33,84.62,42,3,0,1,Loss,40,23,Nehal,1994-09-15,30,Sri Lanka,Hyderabad,Away,12,2,3,14,66,False
303,2020-02-08,Parvesh Bhainswal,Gujarat Fortunegiants,UP Yoddha,Defender,12,10,13,6,10,12,48,83.33,46.15,22,2,1,0,Loss,34,16,N/A,1984-12-16,40,India,Kolkata,Away,2,2,5,7,100,False
304,2019-01-02,Ajith Kumar,Jaipur Pink Panthers,U Mumba,Raider,25,11,13,9,11,18,40,44.0,69.23,29,2,0,0,Loss,21,29,N/A,1991-01-26,34,Nepal,Kolkata,Away,12,3,4,11,59,False
305,2019-10-31,Abhishek Singh,Telugu Titans,U Mumba,Raider,18,4,10,4,4,8,52,22.22,40.0,12,0,1,1,Win,36,35,N/A,1994-02-17,31,Sri Lanka,Ahmedabad,Away,8,0,4,4,40,False
306,2022-03-14,Mohammadreza Chiyaneh,Patna Pirates,Telugu Titans,All-Rounder,16,16,3,3,16,6,50,100.0,100.0,22,0,0,0,Win,38,26,Mohammadreza Chiyaneh,1993-09-28,31,Bangladesh,Hyderabad,Away,5,1,4,5,58,False
307,2023-04-16,Vinod Kumar,Gujarat Fortunegiants,Patna Pirates,Defender,25,15,5,2,15,4,55,60.0,40.0,19,1,0,1,Win,21,29,N/A,2001-05-14,24,Pakistan,Delhi,Away,9,1,5,6,35,False
308,2025-01-05,Vishal,Dabang Delhi,Bengal Warriors,Raider,12,10,13,9,10,18,32,83.33,69.23,28,1,0,1,Win,25,18,N/A,2000-08-30,24,Bangladesh,Ahmedabad,Away,7,2,4,13,85,False
309,2018-01-27,Ravinder,Patna Pirates,UP Yoddha,Raider,8,2,13,10,2,20,46,25.0,76.92,22,3,0,1,Loss,35,33,N/A,1992-05-04,33,Nepal,Ahmedabad,Away,2,0,3,12,36,False
310,2023-12-04,Akshay Bhoir,Bengal Warriors,Dabang Delhi,Defender,12,8,5,2,8,4,52,66.67,40.0,12,0,1,1,Loss,33,29,Akshay Bhoir,1989-05-04,36,Sri Lanka,Bengaluru,Away,5,0,0,5,89,False
311,2023-07-19,Vikas Jaglan,Patna Pirates,Gujarat Fortunegiants,All-Rounder,19,4,5,1,4,2,33,21.05,20.0,6,1,0,1,Win,31,31,N/A,2002-02-02,23,Pakistan,Delhi,Away,5,5,5,9,46,False
312,2020-01-12,Deepak Niwas Hooda,Bengal Warriors,UP Yoddha,All-Rounder,12,3,14,4,3,8,36,25.0,28.57,11,1,1,0,Win,25,26,N/A,2004-12-11,20,Nepal,Ahmedabad,Away,4,3,2,14,29,False
313,2021-07-12,Ankit Beniwal,Tamil Thalaivas,Patna Pirates,All-Rounder,17,17,10,4,17,8,46,100.0,40.0,25,3,1,1,Loss,32,21,Ankit Beniwal,1996-12-29,28,Nepal,Bengaluru,Away,9,1,2,9,48,False
314,2018-11-04,K Prapanjan,Hariyana Steelers,Bengal Warriors,Raider,17,0,9,4,0,8,34,0.0,44.44,8,2,0,0,Loss,26,27,N/A,2000-03-12,25,Nepal,Ahmedabad,Away,10,5,4,4,25,False
315,2021-03-11,Narender,Tamil Thalaivas,Patna Pirates,Defender,9,3,5,0,3,0,40,33.33,0.0,3,1,1,0,Win,28,24,N/A,1986-12-25,38,India,Delhi,Away,6,0,2,4,84,False
316,2024-05-10,Ashish,U Mumba,Bengal Warriors,Raider,25,18,9,9,18,18,40,72.0,100.0,36,2,1,0,Loss,25,29,Ashish,2002-04-14,23,Nepal,Bengaluru,Away,12,2,0,5,36,False
317,2023-09-25,Ashu Malik,Dabang Delhi,Patna Pirates,All-Rounder,5,4,6,1,4,2,41,80.0,16.67,6,3,1,1,Loss,34,17,N/A,1996-11-21,28,India,Kolkata,Away,8,1,5,15,52,False
318,2024-12-14,Sachin Tanwar,Patna Pirates,UP Yoddha,Defender,19,13,10,7,13,14,54,68.42,70.0,27,1,1,1,Loss,30,15,Sachin Tanwar,1998-02-09,27,Nepal,Hyderabad,Away,6,3,5,6,37,False
319,2021-05-11,Mohit Nandal,Hariyana Steelers,Jaipur Pink Panthers,Raider,15,10,12,5,10,10,31,66.67,41.67,20,0,1,1,Loss,21,20,Mohit Nandal,2002-01-24,23,Bangladesh,Kolkata,Away,11,3,2,13,51,False
320,2024-12-09,M Abishek,Tamil Thalaivas,Dabang Delhi,Defender,13,0,11,0,0,0,41,0.0,0.0,0,3,1,0,Loss,31,18,M Abishek,1993-02-26,32,India,Chandigarh,Away,4,1,1,11,41,False
321,2020-04-24,Ankit,Patna Pirates,Dabang Delhi,Raider,24,12,3,2,12,4,59,50.0,66.67,16,3,0,1,Win,31,29,Ankit,1993-03-18,32,Sri Lanka,Hyderabad,Away,8,0,3,7,66,False
322,2023-02-13,Rinku Sharma,U Mumba,Dabang Delhi,Raider,20,8,11,9,8,18,43,40.0,81.82,26,0,0,0,Win,26,26,N/A,1987-11-08,37,Bangladesh,Mumbai,Home,10,3,5,6,85,False
323,2021-03-28,Rathan K,UP Yoddha,Tamil Thalaivas,All-Rounder,13,2,7,3,2,6,55,15.38,42.86,8,1,0,0,Loss,34,16,Rathan K,2003-12-26,21,India,Ahmedabad,Away,5,0,3,8,44,False
324,2023-12-20,Mahipal,UP Yoddha,Dabang Delhi,Raider,18,6,8,0,6,0,49,33.33,0.0,6,1,1,1,Loss,21,19,N/A,1993-04-14,32,India,Kolkata,Away,7,1,3,9,79,False
325,2024-07-02,Sachin Tanwar,Patna Pirates,Dabang Delhi,Raider,15,13,4,0,13,0,36,86.67,0.0,13,3,0,0,Loss,34,34,Sachin Tanwar,1996-05-21,29,Pakistan,Bengaluru,Away,11,1,0,3,58,False
326,2022-09-24,Karamvir,Patna Pirates,Telugu Titans,Raider,11,7,3,3,7,6,55,63.64,100.0,13,3,1,1,Win,31,18,Karamvir,2002-10-02,22,India,Mumbai,Away,2,2,0,7,86,False
327,2023-12-25,Jeeva Kumar,Tamil Thalaivas,Gujarat Fortunegiants,Raider,21,9,15,9,9,18,51,42.86,60.0,27,3,1,1,Loss,38,18,Jeeva Kumar,1991-09-30,33,India,Patna,Away,4,0,5,12,65,False
328,2021-02-19,Manjeet,Dabang Delhi,Patna Pirates,Defender,9,9,7,5,9,10,50,100.0,71.43,19,2,0,0,Loss,34,34,Manjeet,2005-01-14,20,Bangladesh,Jaipur,Away,11,4,4,6,21,False
329,2022-11-30,Pardeep Narwal,UP Yoddha,Gujarat Fortunegiants,Raider,23,15,10,3,15,6,38,65.22,30.0,21,1,0,0,Loss,22,32,N/A,1993-10-11,31,Sri Lanka,Kolkata,Away,9,4,1,4,51,False
330,2021-09-27,Gulveer Singh,UP Yoddha,U Mumba,Raider,14,13,4,2,13,4,50,92.86,50.0,17,3,0,0,Loss,24,28,N/A,2004-04-01,21,Pakistan,Jaipur,Away,6,2,4,9,35,False
331,2019-12-14,Sourabh Nandal,Bengal Warriors,Gujarat Fortunegiants,Defender,7,0,14,5,0,10,55,0.0,35.71,10,1,1,1,Win,33,17,N/A,1991-08-27,33,Bangladesh,Delhi,Away,5,4,5,14,58,False
332,2020-05-28,Bhavani Rajput,Jaipur Pink Panthers,U Mumba,Defender,22,9,9,6,9,12,52,40.91,66.67,21,3,0,1,Win,36,16,Bhavani Rajput,1992-07-30,32,Pakistan,Hyderabad,Away,2,1,1,12,26,False
333,2018-12-17,Nitin Rawal,Jaipur Pink Panthers,Tamil Thalaivas,All-Rounder,18,10,6,1,10,2,57,55.56,16.67,12,1,1,1,Win,40,34,Nitin Rawal,1985-07-15,39,Nepal,Hyderabad,Away,2,0,4,15,66,False
334,2021-07-12,Rakesh,Gujarat Fortunegiants,Bengal Warriors,Defender,17,10,8,5,10,10,52,58.82,62.5,20,2,1,1,Win,31,28,Rakesh,1990-04-11,35,Bangladesh,Lucknow,Away,4,1,1,14,65,False
335,2018-03-14,Sachin Tanwar,Patna Pirates,Dabang Delhi,All-Rounder,11,3,9,5,3,10,46,27.27,55.56,13,0,0,1,Win,28,23,N/A,1994-10-04,30,Sri Lanka,Ahmedabad,Away,2,0,1,10,21,False
336,2021-10-12,Vinod Kumar,Gujarat Fortunegiants,Tamil Thalaivas,Raider,21,10,9,5,10,10,54,47.62,55.56,20,1,0,1,Loss,24,22,Vinod Kumar,1989-06-05,36,Bangladesh,Chennai,Away,10,0,1,12,82,False
337,2019-09-04,Tushar,U Mumba,Dabang Delhi,Defender,9,7,8,7,7,14,60,77.78,87.5,21,3,1,0,Loss,23,34,N/A,1997-07-31,27,Sri Lanka,Chandigarh,Away,3,1,0,4,90,False
338,2021-03-26,Arjun Patil,Bengal Warriors,Jaipur Pink Panthers,Raider,18,15,12,2,15,4,44,83.33,16.67,19,2,1,0,Win,25,23,Arjun Patil,2002-01-03,23,Pakistan,Hyderabad,Away,11,2,4,9,88,False
339,2020-09-06,Rakesh,Gujarat Fortunegiants,Tamil Thalaivas,Defender,22,6,6,3,6,6,35,27.27,50.0,12,0,0,1,Win,38,32,N/A,1991-02-10,34,Nepal,Hyderabad,Away,2,1,1,5,67,False
340,2023-03-07,Bhavani Rajput,Jaipur Pink Panthers,Gujarat Fortunegiants,All-Rounder,17,17,4,1,17,2,54,100.0,25.0,19,2,0,0,Loss,22,23,N/A,1989-10-29,35,Pakistan,Patna,Away,2,1,3,12,83,False
341,2019-04-22,Kiran Lal,UP Yoddha,Patna Pirates,Defender,11,5,11,8,5,16,50,45.45,72.73,21,2,0,1,Loss,27,28,Kiran Lal,1995-04-19,30,Sri Lanka,Hyderabad,Away,11,5,4,6,54,False
